0,106349.52
1,35945.195
2,295487.2
3,87597.164
4,731557.44
5,465126.22
6,738.3338
7,737.0111
8,733.0016
9,734.8869
10,734.3765
11,734.18335
12,735.3808
13,734.91125
14,734.42944
15,734.3814
16,732.3261
17,735.13257
18,735.6508
19,735.41815
20,733.60596
21,734.0433
22,733.5742
23,737.4067
24,733.26953
25,733.1489
26,735.5027
27,736.29016
28,735.5591
29,732.9295
30,735.4334
31,734.4552
32,734.86835
33,732.8748
34,735.8627
35,731.46277
36,735.50085
37,734.0115
38,734.1147
39,734.0903
40,734.6403
41,733.45734
42,733.0903
43,735.08093
44,733.5706
45,731.0806
46,732.14734
47,730.1305
48,729.8224
49,726.08496
50,727.0157
51,725.5131
52,721.61035
53,722.41504
54,717.1813
55,714.4559
56,711.76465
57,706.80853
58,701.8559
59,698.9223
60,692.1872
61,685.22955
62,679.717
63,671.41
64,663.1571
65,656.05304
66,646.9193
67,638.1924
68,629.90076
69,621.2247
70,611.15106
71,604.2645
72,595.41534
73,589.03485
74,581.5081
75,575.9735
76,570.59955
77,565.12195
78,560.53217
79,556.3636
80,552.9603
81,548.9411
82,545.421
83,541.3831
84,537.4557
85,532.9806
86,526.55774
87,514.45667
88,477.27115
89,414.479
90,319.94305
91,222.38846
92,172.71843
93,152.3528
94,139.31598
95,124.87408
96,113.43
97,102.31383
98,94.43912
99,399.50296
100,302.33206
101,226.72931
102,196.99323
103,180.22336
104,167.68175
105,157.59908
106,149.42653
107,142.20793
108,135.22557
109,130.27905
110,124.36745
111,118.63129
112,111.62986
113,102.7198
114,95.229805
115,96.50827
116,86.37586
117,78.43453
118,95.91717
119,94.713646
120,80.51827
121,74.21949
122,68.22377
123,63.159813
124,58.470364
125,53.382107
126,49.42776
127,45.64875
128,44.55528
129,41.762238
130,38.57736
131,36.816986
132,34.28169
133,33.55151
134,32.068104
135,33.53963
136,28.124794
137,27.20023
138,27.167385
139,25.275799
140,24.517822
141,23.918077
142,21.12188
143,21.123322
144,20.317547
145,21.118906
146,19.115685
147,17.777048
148,19.353691
149,18.062527
150,18.154118
151,16.884333
152,17.50595
153,16.733849
154,18.014797
155,15.87918
156,14.276546
157,15.367583
158,14.855777
159,15.28262
160,13.517039
161,13.343007
162,15.490738
163,13.876518
164,14.493964
165,13.246394
166,13.489142
167,12.406631
168,12.105946
169,12.298864
170,12.15941
171,12.990694
172,11.781118
173,11.81596
174,12.379518
175,10.7894
176,10.940084
177,11.075064
178,10.067742
179,33.41861
180,13.491136
181,10.605122
182,10.434393
183,10.224444
184,10.684501
185,9.314183
186,9.235538
187,9.078454
188,10.010523
189,8.983749
190,9.362615
191,8.976081
192,9.651688
193,7.797993
194,9.285688
195,8.1792555
196,8.524171
197,8.18546
198,8.859779
199,8.784676
200,8.081129
201,7.874213
202,7.603928
203,7.7891273
204,9.316896
