0,6956.8345
1,828.7581
2,827.15564
3,825.9251
4,819.8469
5,812.9756
6,806.12036
7,800.1803
8,789.2641
9,781.43756
10,769.9067
11,757.8215
12,747.9338
13,736.50824
14,720.1634
15,707.74884
16,693.45044
17,677.89185
18,663.20294
19,647.90656
20,632.8232
21,618.3685
22,604.2588
23,591.3344
24,578.2106
25,567.23706
26,556.7948
27,547.7376
28,540.0341
29,533.62726
30,528.14545
31,523.2728
32,518.9622
33,514.64417
34,509.18048
35,502.1105
36,490.8675
37,470.35938
38,413.8278
39,317.32828
40,312.06494
41,212.93134
42,188.65558
43,179.90155
44,150.1251
45,211.38896
46,143.82588
47,131.75563
48,121.62587
49,516.3376
50,406.93683
51,374.14606
52,370.75916
53,300.04605
54,246.49602
55,201.57188
56,164.81909
57,137.52466
58,204.79521
59,201.57262
60,153.30353
61,135.7295
62,125.26427
63,115.57181
64,106.219925
65,96.07206
66,84.380035
67,74.49876
68,77.384544
69,63.787292
70,54.03485
71,51.880188
72,43.834534
73,41.276844
74,39.881905
75,39.260357
76,34.1905
77,29.627363
78,27.844118
79,28.53607
80,24.294384
81,23.84966
82,23.840942
83,22.29409
84,18.424343
85,19.075262
86,19.338322
87,17.466974
88,17.065363
89,17.823704
90,15.301411
91,16.448391
92,15.76973
93,15.063839
94,16.544271
95,14.522396
96,14.203491
97,13.649454
98,13.296928
99,12.97689
100,12.6986265
101,13.14506
102,9.9011135
103,13.264123
104,11.269043
105,11.6248665
106,12.222451
107,9.778431
108,9.773435
109,11.843959
110,11.282543
111,9.656328
112,8.8430605
113,11.33793
114,10.787709
115,9.030741
116,8.755737
117,10.23059
118,9.538948
119,7.7721324
120,10.41845
121,9.262429
122,10.103919
123,7.754062
124,9.08238
125,8.602186
126,10.888923
127,7.8151317
128,8.036427
129,8.021685
130,8.045957
131,7.8180118
132,7.296099
133,7.3969746
134,8.7303505
135,7.283176
136,7.406767
137,7.2417707
138,7.3522162
139,6.506
140,7.0545344
141,6.3703895
142,7.1294913
143,5.7207136
144,6.825677
145,6.1911335
146,7.6863527
147,6.85264
148,6.4143353
149,7.1741867
150,8.965809
151,5.8307743
152,6.138171
153,6.259401
154,5.2485256
155,7.442516
156,5.90453
157,6.155995
158,5.448618
159,5.7153664
160,6.982881
161,5.8015585
162,5.596554
163,6.7563043
164,6.5056505
165,7.069838
166,5.5240483
167,5.1669645
168,5.221702
169,5.917375
170,4.4866633
171,7.18329
172,5.954543
173,5.2515945
174,4.4208374
175,6.6073136
176,4.8557477
177,4.4161963
178,4.88613
179,4.54715
180,5.0347886
181,5.1842055
182,4.3876367
183,4.601209
184,4.9701104
185,4.1149845
186,6.1228623
187,4.1162167
188,4.816798
189,6.1039248
190,4.4413843
191,4.095356
192,4.9268165
193,3.8979106
194,4.4894724
195,4.7271147
196,5.4467645
197,3.333593
198,3.8401453
199,4.9154778
200,4.2142305
201,5.4360704
202,3.8537087
203,4.8663793
204,4.352185
205,3.7289534
206,7.674535
207,3.857465
208,3.516631
209,3.7793264
210,4.1264744
211,4.0849624
212,4.678407
213,3.804712
214,3.41468
215,4.8194532
216,5.1742587
217,3.6141841
218,3.706287
219,6.159567
220,3.6243243
221,3.1923952
222,3.3874164
223,3.5862246
224,5.486712
225,3.7023773
226,3.7287571
227,3.5123231
228,3.8058784
229,4.1017737
230,4.74379
231,3.8403714
232,4.0853353
233,3.3783092
234,3.89999
235,2.9799838
236,3.6120355
237,4.211197
238,3.0835783
239,3.2121828
240,3.2695997
241,4.607847
242,2.8295007
243,3.5112612
244,3.7862093
245,3.5048182
246,4.04335
247,2.8769352
248,4.0392084
249,3.073665
250,3.488019
251,2.7773285
252,4.0199385
253,3.1558027
254,3.4174967
255,2.686874
256,4.9158826
257,3.0876572
258,4.042621
259,3.2231662
260,2.992287
261,3.1547723
262,2.9600737
263,3.0891094
264,2.8513784
265,3.2145703
266,3.7649844
267,2.5533242
268,2.71612
269,2.9946125
270,3.5669942
271,3.1260195
272,2.9510667
273,3.5849762
274,3.813921
275,3.3217442
276,3.3049664
277,2.574713
278,2.9764316
279,2.6700752
280,2.5320528
281,3.6415613
282,3.1105015
283,2.716983
284,3.981592
285,2.9697042
286,2.4852185
287,3.4115593
288,3.4149957
289,2.4336638
290,2.9137938
291,2.5774307
292,2.5240405
293,3.555508
294,2.4692147
295,2.9671507
296,3.5038042
297,2.34244
298,3.2578158
299,4.908924
300,2.2755826
301,2.175375
302,3.1619606
303,2.2207599
304,3.3793578
305,2.6463554
306,3.1342406
307,2.298463
308,2.5038643
309,3.5224733
310,2.8053071
311,3.0206516
312,2.1720963
313,2.8475506
314,2.7231638
315,2.4911559
316,2.6763191
317,2.7931733
318,2.6669173
319,2.67131
320,2.7522852
321,2.5712268
322,3.021295
323,2.0857818
324,4.017835
325,2.142909
326,3.0915656
327,1.9511443
328,2.8345652
329,3.3623223
330,2.4398744
